"Taxon Name", "Synonym", "Name According to"
"Persicaria wallichii var. wallichii", "Koenigia polystachya (Wallich ex Meisner) T.M. Schuster & Reveal", "Schuster, T.M., J.L. Reveal, M.J. Bayly & K.A. Kron. 2015. An updated molecular phylogeny of Polygonoideae (Polygonaceae): Relationships of Oxygonum, Pteroxygonum, and Rumex, and a new circumscription of Koenigia. Taxon 64(6): 1188-1208"
"Piperia candida", "Platanthera candida (Rand. Morgan & J.D. Ackerman) R.M. Bateman", "Bateman, R.M., P.M. Hollingsworth, J. Preston, Y.-B. Luo, A.M. Pridgeon & M.W. Chase. 2003. Molecular phylogenetics and evolution of Orchidinae and selected Habenariinae (Orchidaceae). Botanical Journal of the Linnean Society 142: 1-40."
"Piperia elongata", "Platanthera elongata (Rydberg) R.M. Bateman", "Bateman, R.M., P.M. Hollingsworth, J. Preston, Y.-B. Luo, A.M. Pridgeon & M.W. Chase. 2003. Molecular phylogenetics and evolution of Orchidinae and selected Habenariinae (Orchidaceae). Botanical Journal of the Linnean Society 142: 1-40."
"Piperia transversa", "Platanthera transversa (Suksdorf) R.M. Bateman", "Bateman, R.M., P.M. Hollingsworth, J. Preston, Y.-B. Luo, A.M. Pridgeon & M.W. Chase. 2003. Molecular phylogenetics and evolution of Orchidinae and selected Habenariinae (Orchidaceae). Botanical Journal of the Linnean Society 142: 1-40."
"Potentilla villosa", "Potentilla villosula Jurtzev", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York."
"Ranunculus aquatilis var. aquatilis", "Ranunculus aquatilis Linnaeus", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York."
"Ranunculus testiculatus", "Ceratocephala testiculata (Crantz) Roth", "Hörandl, E., O. Paun, J.T. Johansson, C. Lehnebach, T. Armstrong, L. Chen & P. Lockhart. 2005. Phylogenetic relationships and evolutionary traits in Ranunculus s.l. (Ranunculaceae) inferred from ITS sequence analysis . Molecular Phylogenetics and Evolution 36: 305-327."
"Rumex persicarioides", "Rumex fueginus Philippi", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York."
"Salix glauca var. acutifolia", "Salix glauca var. acutifolia (Hooker) C.K. Schneider", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York."
"Sarcocornia perennis", "Salicornia perennis Miller", "Piirainen, M., O. Liebisch & G. Kadereit. 2017. Phylogeny, biogeography, systematics and taxonomy of Salicornioideae (Amaranthaceae/Chenopodiaceae) - A cosmopolitan, highly specialized hygrohalophyte lineage dating back to the Oligocene. Taxon 66: 109-132"
"Saxifraga bronchialis subsp. funstonii", "Saxifraga funstonii (Small) Fedde", "DeChaine, E.G. 2014. Introducing the Spotted Saxifrages: Saxifraga Sect. Bronchiales, Sect. Nov. (Saxifragaceae). Rhodora 116: 25-40"
"Schoenoplectus saximontanus", "Schoenoplectiella saximontana (Fernald) Lye", "WCSP 2012+. World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/"
"Solidago simplex var. nana", "Solidago bellidifolia Greene", "Semple, J.C., Y. Ma & L. Tong. 2016. On Solidago simplex (Asteraceae: Astereae): A multivariate study including S. glutinosa, S. leiocarpa, S. multiradiata, and S. spathulata. Phytoneuron 2016-87: 1-21"
"Spartina anglica", "Sporobolus anglicus (C.E. Hubbard) P.M. Peterson & Saarela", "Peterson P.M., K. Romaschenko, Y.H. Arrieta & J.M. Saarela. 2014. A molecular phylogeny and new subgeneric classification of Sporobolus (Poaceae: Chloridoideae: Sporobolinae). Taxon 63 :1212–1243"
"Spartina densiflora", "Sporobolus montevidensis (Arechavaleta) P.M. Peterson & Saarela", "Peterson P.M., K. Romaschenko, Y.H. Arrieta & J.M. Saarela. 2014. A molecular phylogeny and new subgeneric classification of Sporobolus (Poaceae: Chloridoideae: Sporobolinae). Taxon 63 :1212–1243"
"Spartina ×townsendii", "Sporobolus ×townsendii (H. Groves & J. Groves) P.M. Peterson & Saarela", "Peterson P.M., K. Romaschenko, Y.H. Arrieta & J.M. Saarela. 2014. A molecular phylogeny and new subgeneric classification of Sporobolus (Poaceae: Chloridoideae: Sporobolinae). Taxon 63 :1212–1243"
"Thelypteris nevadensis", "Parathelypteris nevadensis (Baker) Holttum", ""
"Thelypteris quelpaertensis", "Oreopteris quelpaertensis (Christ) Holub", ""
"Trientalis latifolia", "Lysimachia latifolia (Hooker) Cholewa", "Cholewa, A.F. 2014. Lysimachia latifolia (Myrsinaceae), an overlooked nomenclatural change. Phytoneuron 2014-28: 1-2"
"Vulpia microstachys var. confusa", "Vulpia microstachys (Nuttall) Munro", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York."
"Vulpia microstachys var. pauciflora", "Vulpia microstachys (Nuttall) Munro", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York."
"Zigadenus venenosus var. venenosus", "Toxicoscordion venenosum (S. Watson) Rydberg var. venenosum", "Zomlefer, W.B. & W.S. Judd. 2002. Resurrection of segregates of the polyphyletic genus Zigadenus s.l. (Liliales: Melanthiaceae) and resulting new combinations. Novon 12(2): 299-308."
"Cardamine nymanii", "Cardamine polemonioides Rouy", "Koch, M.A., M. Kiefer et alii. 2017+. BrassiBase v. 1.2. http://brassibase.cos.uni-heidelberg.de/"
"Cotoneaster melanocarpus", "Cotoneaster laxiflorus Jacquin ex Lindley", ""
"Dodecatheon meadia", "Primula meadia (Linnaeus) A.R. Mast & Reveal", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Carex scoparia var. tessellata", "Carex waponahkikensis Lovit & A. Haines", "Lovit, M. & A. Haines. 2012. A new name and status for Carex scoparia var. tessellata (Cyperaceae). Botanical Notes 14"
"Hydrangea arborescens", "Hydrangea arborescens Linnaeus", "FNA Editorial Committee. 2016. Flora of North America north of Mexico. Volume 12. Magnoliophyta: Vitaceae to Garryaceae. Oxford University Press, New York."
"Isoëtes acadiensis", "Isoetes tuckermanii subsp. acadiensis (Kott) D.F. Brunton", "Brunton, D.F. 2018. Distribution and taxonomy of Isoetes tuckermanii subsp. acadiensis, comb. nov. (Isoetaceae) in North America. Canadian Field-Naturalist 132: 360–367"
"Juncus trifidus", "Oreojuncus trifidus (Linnaeus) Záveská Drábková & Kirschner", "Záveská Drábková L. & J. Kirschner. 2013. Oreojuncus, a new genus in the Juncaceae. Preslia 85: 483-503."
"Leontodon autumnalis", "Scorzoneroides autumnalis (Linnaeus) Moench", "ICN (Hand, R., Kilian, N. & Raab-Straube, E. von; general editors) 2009+ (continuously updated): International Cichorieae Network: Cichorieae Portal. Published on the Internet at http://wp6-cichorieae.e-taxonomy.eu/portal/."
"Luzula pallidula", "Luzula pallescens Swartz", "Kirschner, J. et al. 2002. Species Plantarum: Flora of the World. Part 6, Juncaceae 1: Rostkovia to Luzula. 237 pp. Part 7, Juncaceae 2: Juncus subg. Juncus. 336 pp. Part 8, Juncaceae 3: Juncus subg. Agathryon. Australian Biological Resources Study, Canberra. 192 pp."
"Salsola kali", "Kali turgidum (Dumortier) Gutermann", "Akhani, H., G. Edwards & E.H. Roalson. 2007. Diversification of the Old World Salsoleae s.l. (Chenopodiaceae): Molecular phylogenetic analysis of nuclear and chloroplast data sets and a revised classification. International Journal of Plant Sciences, Vol. 168 (6 ) 931- 956"
"Salsola kali subsp. kali", "Kali turgidum (Dumortier) Gutermann", "Akhani, H., G. Edwards & E.H. Roalson. 2007. Diversification of the Old World Salsoleae s.l. (Chenopodiaceae): Molecular phylogenetic analysis of nuclear and chloroplast data sets and a revised classification. International Journal of Plant Sciences, Vol. 168 (6 ) 931- 956"
"Schoenoplectus smithii var. levisetus", "Schoenoplectiella smithii var. leviseta (Fassett) Hayasaka", "WCSP 2012+. World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/"
"Solidago lepida subsp. fallax", "Solidago fallax (Fernald) Semple var. fallax", "Semple, J.C. 2013. A new species of Triplinerviae goldenrod in eastern Canada (Asteraceae: Astereae): Solidago brendiae. Phytoneuron 2013-57: 1–9."
"Solidago simplex var. racemosa", "Solidago racemosa Greene", "Semple, J.C. & J.A. Peirson. 2013. A revised nomenclature for the Solidago simplex complex (Asteraceae: Astereae). Phytoneuron 2013-41. 1-"
"Spartina alterniflora", "Sporobolus alterniflorus (Loiseleur-Deslongchamps) P.M. Peterson & Saarela", "Peterson P.M., K. Romaschenko, Y.H. Arrieta & J.M. Saarela. 2014. A molecular phylogeny and new subgeneric classification of Sporobolus (Poaceae: Chloridoideae: Sporobolinae). Taxon 63 :1212–1243"
"Spartina ×caespitosa", "Sporobolus ×eatonianus P.M. Peterson & Saarela", "Peterson P.M., K. Romaschenko, Y.H. Arrieta & J.M. Saarela. 2014. A molecular phylogeny and new subgeneric classification of Sporobolus (Poaceae: Chloridoideae: Sporobolinae). Taxon 63 :1212–1243"
"Carex viridula var. saxilittoralis", "Carex viridula subsp. brachyrrhyncha var. saxilittoralis (Robertson) Crins", "Peterson P.M., K. Romaschenko, Y.H. Arrieta & J.M. Saarela. 2014. A molecular phylogeny and new subgeneric classification of Sporobolus (Poaceae: Chloridoideae: Sporobolinae). Taxon 63 :1212–1243"
"Euphrasia frigida", "Euphrasia wettsteinii G.L. Gusarova", "FNA Editorial Committee. 2019. Flora of North America north of Mexico. Volume 17. Magnoliophyta: Tetrachondraceae to Orobanchaceae. Oxford University Press, New York."
"Silene suecica", "Viscaria alpina (Linnaeus) G. Don", "Frajman, B., M. Thollesson & B. Oxelman. 2013. Taxonomic revision of Atocion and Viscaria (Sileneae, Caryophyllaceae). Botanical Journal of the Linnean Society 173: 194-210."
"Aconogonon alaskanum", "Koenigia alaskana (Small) T.M. Schuster & Reveal var. alaskana", "Schuster, T.M., J.L. Reveal, M.J. Bayly & K.A. Kron. 2015. An updated molecular phylogeny of Polygonoideae (Polygonaceae): Relationships of Oxygonum, Pteroxygonum, and Rumex, and a new circumscription of Koenigia. Taxon 64(6): 1188-1208"
"Aconogonon alaskanum var. glabrescens", "Koenigia alaskana var. glabrescens (Hultén) T.M. Schuster & Reveal", "Schuster, T.M., J.L. Reveal, M.J. Bayly & K.A. Kron. 2015. An updated molecular phylogeny of Polygonoideae (Polygonaceae): Relationships of Oxygonum, Pteroxygonum, and Rumex, and a new circumscription of Koenigia. Taxon 64(6): 1188-1208"
"Deschampsia brevifolia", "Deschampsia cespitosa subsp. septentrionalis Chiapella", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Eriophorum angustifolium subsp. triste", "Eriophorum triste (Th. Fries) Hadac & Á. Löve", "Cayouette, J. (ined.) Cyperaceae. In S. Payette, éd., Flore du Québec-Labrador nordique. (Herbier Louis-Marie, Université Laval, Québec.) (manuscrit non publié, sous révision)"
"Juncus triglumis var. triglumis", "Juncus triglumis Linnaeus subsp. triglumis", "Kirschner, J. et al. 2002. Species Plantarum: Flora of the World. Part 6, Juncaceae 1: Rostkovia to Luzula. 237 pp. Part 7, Juncaceae 2: Juncus subg. Juncus. 336 pp. Part 8, Juncaceae 3: Juncus subg. Agathryon. Australian Biological Resources Study, Canberra. 192 pp."
"Kobresia sibirica", "Carex borealipolaris S.R. Zhang", "Global Carex Group. 2015. Making Carex monophyletic (Cyperaceae, tribe Cariceae): a new broader circumscription. Botanical Journal of the Linnean Society"
"Minuartia arctica", "Cherleria arctica (Steven ex Seringe) A.J. Moore & Dillenberger", "Moore, A.J. & M.S. Dillenberger. 2017: A conspectus of the genus Cherleria (Minuartia s.l., Caryophyllaceae). Willdenowia 47: 5–14"
"Minuartia rossii", "Sabulina rossii (R. Brown ex Richardson) Dillenberger & Kadereit", "Dillinger, M. & J.W. Kadereit. 2014. Maximum polyphyly: Multiple origins and delimitation with plesiomorphic characters require a new circumscription of Minuartia (Caryophyllaceae). Taxon 63(1): 64-88"
"Papaver macounii subsp. discolor", "Papaver keelei A.E. Porsild", "Solstad, H. 2009. Taxonomy and evolution of the diploid and polyploid Papaver sect. Meconella (Papaveraceae). PhD. Thesis Nr. 822. Faculty of Mathematics and Natural Sciences, University of Oslo. Oslo."
"Papaver radicatum subsp. polare", "Papaver dahlianum Nordhagen", "Solstad, H. 2009. Taxonomy and evolution of the diploid and polyploid Papaver sect. Meconella (Papaveraceae). PhD. Thesis Nr. 822. Faculty of Mathematics and Natural Sciences, University of Oslo. Oslo."
"Stuckenia filiformis subsp. filiformis", "Stuckenia filiformis (Persoon) Börner", "FNA Editorial Committee. 2000. Flora of North America north of Mexico. Volume 22: Magnoliophyta: Alismatidae Arecidae, Commelinidae (in Part), and Zingiberidae. Oxford University Press, New York."
"Synthyris borealis", "Veronica alaskensis M.M. Martinéz Ortega & Albach", "Albach, D.C., M.M. Martinez-Ortega, M.A. Fischer & M.W. Chase. 2004. A new classification of the tribe Veroniceae-problems and a possible solution. Taxon 53 (2): 429-452."
"Transberingia bursifolia subsp. bursifolia", "Crucihimalaya bursifolia (de Candolle) D.A. German & A.L. Ebel", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Hieracium lactucella", "Pilosella lactucella (Wallroth) P.D. Sell & C. West", "Hand, R., Kilian, N. & E. von Raab-Straube (eds.). 2009- (continuously updated). International Cichorieae Network: Cichorieae Portal. http://wp6-cichorieae.e-taxonomy.eu/portal (consulted 2010-05-27)"
"Potamogeton oblongus", "Potamogeton polygonifolius Pourret", "ITIS. 2010. Integrated Taxonomic Information System (ITIS). http://www.itis.gov (consulted 2010)"
"Woodwardia areolata", "Lorinseria areolata (Linnaeus) C. Presl", "Hassler, M. & B. Schmidt. 2014+. World Ferns. worldplants.webarchiv.kit.edu/ferns/index.php"
"Boechera canadensis", "Borodinia canadensis (Linnaeus) P.J. Alexander & Windham", "Alexander, P.J., M.D. Windham, J.B. Beck, I. Al-Shehbaz, L. Allpin & C.D. Bailey. 2013. Molecular phylogenetics and taxonomy of the genus Boechera and related genera (Brassicaceae: Boechereae). Systematic Botany 36: 192-209."
"Minuartia marcescens", "Cherleria marcescens (Fernald) A.J. Moore & Dillenberger", "Moore, A.J. & M.S. Dillenberger. 2017: A conspectus of the genus Cherleria (Minuartia s.l., Caryophyllaceae). Willdenowia 47: 5–14"
"Potamogeton pusillus subsp. gemmiparus", "Potamogeton berchtoldii subsp. gemmiparus (J.W. Robbins) Les & Tippery", "Les, D.H., N.M. Murray & N.P. Tippery. 2009. Systematics of two imperiled pondweeds ( Potamogeton vaseyi, P. gemmiparus) and taxonomic ramifications for subsection Pusilli (Potamogetonaceae). Systematic Botany 34: 643-651"
"Pseudorchis albida subsp. straminea", "Pseudorchis straminea (Fernald) Sojak", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Sedum rupestre", "Petrosedum rupestre (Linnaeus) P.V. Heath", "International Plant Names Index (IPNI). 2004+. http://www.ipni.org/index.html"
"Solidago simplex var. chlorolepis", "Solidago chlorolepis Fernald", "Semple, J.C. & J.A. Peirson. 2013. A revised nomenclature for the Solidago simplex complex (Asteraceae: Astereae). Phytoneuron 2013-41. 1-"
"Solidago simplex var. monticola", "Solidago randii (Porter) Britton", "Semple, J.C. & J.A. Peirson. 2013. A revised nomenclature for the Solidago simplex complex (Asteraceae: Astereae). Phytoneuron 2013-41. 1-"
"×dupoa labradorica", "×Duarctopoa labradorica (Steudel) Soreng & L.J. Gillespie", "Gillespie, L.J., R.J. Soreng, R.D. Bull, S.W L. Jacob & N.F. Refulio-Rodriguez. 2008. Phylogenetic relationships in subtribe Poinae (Poaceae, Poeae) based on nuclear ITS and plastid trnT-trnL-trnF sequences. Botany 86: 938-967."
