"Taxon Name", "Volume", "Match", "Number of Matches", "Match Number", "Matches", "Scientific Name Authorship", "Canonical Name", "Taxon Rank", "Name According To", "Taxonic Status", "Higher Classification"
"Alisma gramineum", "Volume 22", "yes", "1", "1", "Alisma gramineum Lejeune", "Lejeune", "Alisma gramineum", "species", "FNA Editorial Committee. 2000. Flora of North America north of Mexico. Volume 22: Magnoliophyta: Alismatidae Arecidae, Commelinidae (in Part), and Zingiberidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Alismatales;Alismataceae;Alisma"
"Alisma subcordatum", "Volume 22", "yes", "1", "1", "Alisma subcordatum Rafinesque", "Rafinesque", "Alisma subcordatum", "species", "FNA Editorial Committee. 2000. Flora of North America north of Mexico. Volume 22: Magnoliophyta: Alismatidae Arecidae, Commelinidae (in Part), and Zingiberidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Alismatales;Alismataceae;Alisma"
"Alisma triviale", "Volume 22", "yes", "1", "1", "Alisma triviale Pursh", "Pursh", "Alisma triviale", "species", "FNA Editorial Committee. 2000. Flora of North America north of Mexico. Volume 22: Magnoliophyta: Alismatidae Arecidae, Commelinidae (in Part), and Zingiberidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Alismatales;Alismataceae;Alisma"
"Alliaria petiolata", "Volume 7", "yes", "1", "1", "Alliaria petiolata (M. Bieberstein) Cavara & Grande", "(M. Bieberstein) Cavara & Grande", "Alliaria petiolata", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Thlaspideae;Alliaria"
"Allium canadense var. canadense", "Volume 26", "yes", "1", "1", "Allium canadense Linnaeus var. canadense", "Linnaeus", "Allium canadense var. canadense", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Amaryllidaceae;Allioideae;Allieae;Allium;Allium canadense"
"Allium cernuum", "Volume 26", "yes", "1", "1", "Allium cernuum Roth", "Roth", "Allium cernuum", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Amaryllidaceae;Allioideae;Allieae;Allium"
"Allium schoenoprasum", "Volume 26", "yes", "1", "1", "Allium schoenoprasum Linnaeus", "Linnaeus", "Allium schoenoprasum", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Amaryllidaceae;Allioideae;Allieae;Allium"
"Allium stellatum", "Volume 26", "yes", "1", "1", "Allium stellatum Fraser ex Ker Gawler", "Fraser ex Ker Gawler", "Allium stellatum", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Amaryllidaceae;Allioideae;Allieae;Allium"
"Allium tricoccum var. burdickii", "Volume 26", "yes", "1", "1", "Allium tricoccum var. burdickii Hanes", "Hanes", "Allium tricoccum var. burdickii", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Amaryllidaceae;Allioideae;Allieae;Allium;Allium tricoccum"
"Allium tricoccum var. tricoccum", "Volume 26", "yes", "1", "1", "Allium tricoccum Aiton var. tricoccum", "Aiton", "Allium tricoccum var. tricoccum", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Amaryllidaceae;Allioideae;Allieae;Allium;Allium tricoccum"
"Allium vineale", "Volume 26", "yes", "1", "1", "Allium vineale Linnaeus", "Linnaeus", "Allium vineale", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Amaryllidaceae;Allioideae;Allieae;Allium"
"Alnus glutinosa", "Volume 3", "yes", "1", "1", "Alnus glutinosa (Linnaeus) Gaertner", "(Linnaeus) Gaertner", "Alnus glutinosa", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Fagales;Betulaceae;Betuloideae;Alnus"
"Alnus incana", "Volume 3", "yes", "1", "1", "Alnus incana (Linnaeus) Moench", "(Linnaeus) Moench", "Alnus incana", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Fagales;Betulaceae;Betuloideae;Alnus"
"Alnus incana subsp. rugosa", "Volume 3", "yes", "1", "1", "Alnus incana subsp. rugosa (Du Roi) R.T. Clausen", "(Du Roi) R.T. Clausen", "Alnus incana subsp. rugosa", "subspecies", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Fagales;Betulaceae;Betuloideae;Alnus;Alnus incana"
"Alnus viridis", "Volume 3", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Alnus viridis subsp. crispa", "Volume 3", "yes", "1", "1", "Alnus alnobetula subsp. crispa (Aiton) Raus", "(Aiton) Turrill", "Alnus viridis subsp. crispa", "subspecies", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "synonym", "NULL"
"Aloina brevirostris", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Aloina rigida var. rigida", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Alopecurus", "Volume 24", "yes", "1", "1", "Alopecurus Linnaeus", "Linnaeus", "Alopecurus", "genus", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Alopecurinae"
"Alopecurus aequalis", "Volume 24", "yes", "1", "1", "Alopecurus aequalis Sobolewski", "Sobolewski", "Alopecurus aequalis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Alopecurinae;Alopecurus"
"Alopecurus aequalis var. aequalis", "Volume 24", "yes", "1", "1", "Alopecurus aequalis Sobolewski var. aequalis", "Sobolewski", "Alopecurus aequalis var. aequalis", "variety", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Alopecurinae;Alopecurus;Alopecurus aequalis"
"Alopecurus geniculatus", "Volume 24", "yes", "1", "1", "Alopecurus geniculatus Linnaeus", "Linnaeus", "Alopecurus geniculatus", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Alopecurinae;Alopecurus"
"Alopecurus magellanicus", "Volume 24", "yes", "1", "1", "Alopecurus magellanicus Lamarck", "Lamarck", "Alopecurus magellanicus", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Alopecurinae;Alopecurus"
"Alopecurus pratensis", "Volume 24", "yes", "1", "1", "Alopecurus pratensis Linnaeus", "Linnaeus", "Alopecurus pratensis", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Alopecurinae;Alopecurus"
"Althaea hirsuta", "Volume 6", "yes", "1", "1", "Althaea hirsuta Linnaeus", "Linnaeus", "Althaea hirsuta", "species", "FNA Editorial Committee. 2015. Flora of North America north of Mexico. Volume 6: Magnoliophyta: Cucurbitaceae to Droseraceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Malvales;Malvaceae;Malvoideae;Malveae;Althaea"
"Althaea officinalis", "Volume 6", "yes", "1", "1", "Althaea officinalis Linnaeus", "Linnaeus", "Althaea officinalis", "species", "FNA Editorial Committee. 2015. Flora of North America north of Mexico. Volume 6: Magnoliophyta: Cucurbitaceae to Droseraceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Malvales;Malvaceae;Malvoideae;Malveae;Althaea"
"Alyssum alyssoides", "Volume 7", "yes", "1", "1", "Alyssum alyssoides (Linnaeus) Linnaeus", "(Linnaeus) Linnaeus", "Alyssum alyssoides", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Alysseae;Alyssum"
"Alyssum murale", "Volume 7", "yes", "1", "1", "Odontarrhena muralis (Waldstein & Kitaibel) Endlicher", "Waldstein & Kitaibel", "Alyssum murale", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "synonym", "NULL"
"Amaranthus albus", "Volume 4", "yes", "1", "1", "Amaranthus albus Linnaeus", "Linnaeus", "Amaranthus albus", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Amaranthoideae;Amarantheae;Amaranthus;Amaranthus subg. Albersia"
"Amaranthus blitoides", "Volume 4", "yes", "1", "1", "Amaranthus blitoides S. Watson", "S. Watson", "Amaranthus blitoides", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Amaranthoideae;Amarantheae;Amaranthus;Amaranthus subg. Albersia"
"Amaranthus blitum", "Volume 4", "yes", "1", "1", "Amaranthus blitum Linnaeus", "Linnaeus", "Amaranthus blitum", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Amaranthoideae;Amarantheae;Amaranthus;Amaranthus subg. Albersia"
"Amaranthus hybridus", "Volume 4", "yes", "1", "1", "Amaranthus hybridus Linnaeus", "Linnaeus", "Amaranthus hybridus", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Amaranthoideae;Amarantheae;Amaranthus;Amaranthus subg. Amaranthus"
"Amaranthus palmeri", "Volume 4", "yes", "1", "1", "Amaranthus palmeri S. Watson", "S. Watson", "Amaranthus palmeri", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Amaranthoideae;Amarantheae;Amaranthus;Amaranthus subg. Acnidia;Amaranthus sect. Saueranthus"
"Amaranthus powellii", "Volume 4", "yes", "1", "1", "Amaranthus powellii S. Watson", "S. Watson", "Amaranthus powellii", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Amaranthoideae;Amarantheae;Amaranthus;Amaranthus subg. Amaranthus"
"Amaranthus retroflexus", "Volume 4", "yes", "1", "1", "Amaranthus retroflexus Linnaeus", "Linnaeus", "Amaranthus retroflexus", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Amaranthoideae;Amarantheae;Amaranthus;Amaranthus subg. Amaranthus"
"Amaranthus spinosus", "Volume 4", "yes", "1", "1", "Amaranthus spinosus Linnaeus", "Linnaeus", "Amaranthus spinosus", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Amaranthoideae;Amarantheae;Amaranthus;Amaranthus subg. Amaranthus"
"Amaranthus tuberculatus", "Volume 4", "yes", "1", "1", "Amaranthus tuberculatus (Moquin-Tandon) J.D. Sauer", "(Moquin-Tandon) J.D. Sauer", "Amaranthus tuberculatus", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Amaranthoideae;Amarantheae;Amaranthus;Amaranthus subg. Acnidia;Amaranthus sect. Acnidia"
"Amblyodon dealbatus", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Amblystegium serpens", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Ambrosia artemisiifolia", "Volume 21", "yes", "1", "1", "Ambrosia artemisiifolia Linnaeus", "Linnaeus", "Ambrosia artemisiifolia", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 21: Magnoliophyta: Asteridae, part 8: Asteraceae, part 3. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Heliantheae;Ambrosia"
"Ambrosia psilostachya", "Volume 21", "yes", "1", "1", "Ambrosia psilostachya de Candolle", "de Candolle", "Ambrosia psilostachya", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 21: Magnoliophyta: Asteridae, part 8: Asteraceae, part 3. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Heliantheae;Ambrosia"
"Ambrosia trifida", "Volume 21", "yes", "1", "1", "Ambrosia trifida Linnaeus", "Linnaeus", "Ambrosia trifida", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 21: Magnoliophyta: Asteridae, part 8: Asteraceae, part 3. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Heliantheae;Ambrosia"
"Amelanchier alnifolia", "Volume 9", "yes", "1", "1", "Amelanchier alnifolia (Nuttall) Nuttall ex M. Roemer", "(Nuttall) Nuttall ex M. Roemer", "Amelanchier alnifolia", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
"Amelanchier alnifolia var. alnifolia", "Volume 9", "yes", "1", "1", "Amelanchier alnifolia (Nuttall) Nuttall ex M. Roemer var. alnifolia", "(Nuttall) Nuttall ex M. Roemer", "Amelanchier alnifolia var. alnifolia", "variety", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier;Amelanchier alnifolia"
"Amelanchier amabilis", "Volume 9", "yes", "1", "1", "Amelanchier amabilis Wiegand", "Wiegand", "Amelanchier amabilis", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
"Amelanchier arborea", "Volume 9", "yes", "1", "1", "Amelanchier arborea (F. Michaux) Fernald", "(F. Michaux) Fernald", "Amelanchier arborea", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
"Amelanchier bartramiana", "Volume 9", "yes", "1", "1", "Amelanchier bartramiana (Tausch) M. Roemer", "(Tausch) M. Roemer", "Amelanchier bartramiana", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
"Amelanchier humilis", "Volume 9", "yes", "1", "1", "Amelanchier humilis Wiegand", "Wiegand", "Amelanchier humilis", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
"Amelanchier interior", "Volume 9", "yes", "1", "1", "Amelanchier interior E.L. Nielsen", "E.L. Nielsen", "Amelanchier interior", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
"Amelanchier intermedia", "Volume 9", "yes", "1", "1", "Amelanchier intermedia Spach", "Spach", "Amelanchier intermedia", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
"Amelanchier laevis", "Volume 9", "yes", "1", "1", "Amelanchier laevis Wiegand", "Wiegand", "Amelanchier laevis", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
"Amelanchier sanguinea", "Volume 9", "yes", "1", "1", "Amelanchier sanguinea (Pursh) de Candolle", "(Pursh) de Candolle", "Amelanchier sanguinea", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
"Amelanchier spicata", "Volume 9", "yes", "1", "1", "Amelanchier spicata (Lamarck) K. Koch", "(Lamarck) K. Koch", "Amelanchier spicata", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Amelanchier"
